package,version,snapshot_time,folder,subfolder
ActivityIndex,0.3.7,2021-01-08 13:23:43,newbies,NA
aptg,0.1.1,2021-01-08 13:23:43,newbies,NA
bayesian,0.0.1,2021-01-08 13:23:43,newbies,NA
bayesplot,1.8.0,2021-01-08 13:23:43,waiting,NA
bdlp,0.9-2,2021-01-08 13:23:43,inspect,NA
BMRSr,1.0.2,2021-01-08 13:23:43,inspect,NA
BoutrosLab.plotting.general,6.0.2,2021-01-08 13:23:43,waiting,NA
briskaR,1.0.2,2021-01-08 13:23:43,pending,NA
buildr,0.1.0,2021-01-08 13:23:43,inspect,NA
ccmReportR,0.0.2,2021-01-08 13:23:43,newbies,NA
cecs,0.1.0,2021-01-08 13:23:43,newbies,NA
cld3,1.4.1,2021-01-08 13:23:43,pending,NA
clustcurv,2.0.1,2021-01-08 13:23:43,inspect,NA
cmprskcoxmsm,0.1.0,2021-01-08 13:23:43,newbies,NA
compositions,2.0-1,2021-01-08 13:23:43,pretest,NA
covid19jp,0.1.0,2021-01-08 13:23:43,newbies,NA
ctmm,0.6.0,2021-01-08 13:23:43,pretest,NA
cursr,0.1.0,2021-01-08 13:23:43,newbies,NA
datapackage.r,1.3.2,2021-01-08 13:23:43,inspect,NA
DBI,1.1.1,2021-01-08 13:23:43,waiting,NA
DIFshiny,0.1.0,2021-01-08 13:23:43,pretest,NA
DMCfun,1.3.0,2021-01-08 13:23:43,inspect,NA
DOPE,1.0.4,2021-01-08 13:23:43,newbies,NA
eBsc,4.13,2021-01-08 13:23:43,newbies,NA
eCAR,0.1.0,2021-01-08 13:23:43,inspect,NA
econullnetr,0.2.1,2021-01-08 13:23:43,newbies,NA
eList,0.0.1.0,2021-01-08 13:23:43,newbies,NA
eltr,0.1.0,2021-01-08 13:23:43,newbies,NA
EMDSVRhybrid,0.1.0,2021-01-08 13:23:43,newbies,NA
ensembleTax,1.0.2,2021-01-08 13:23:43,newbies,NA
ExamPAData,0.2.0,2021-01-08 13:23:43,newbies,NA
fastkmedoids,1.2,2021-01-08 13:23:43,pending,NA
faviconPlease,0.1.0,2021-01-08 13:23:43,newbies,NA
fritools,1.0.0,2021-01-08 13:23:43,pretest,NA
fullROC,0.1.0,2021-01-08 13:23:43,newbies,NA
GEInter,0.1.0,2021-01-08 13:23:43,newbies,NA
geostats,1.0,2021-01-08 13:23:43,newbies,NA
ggnewscale,0.4.5,2021-01-08 13:23:43,waiting,NA
ggOceanMaps,1.0.8,2021-01-08 13:23:43,newbies,NA
ggridges,0.5.3,2021-01-08 13:23:43,waiting,NA
git2r,0.28.0,2021-01-08 13:23:43,waiting,NA
greybox,0.6.6,2021-01-08 13:23:43,recheck,NA
gwsem,2.0.9,2021-01-08 13:23:43,pending,NA
hermiter,2.0.2,2021-01-08 13:23:43,pending,NA
HydroMe,2.0-1,2021-01-08 13:23:43,newbies,NA
infer,0.5.4,2021-01-08 13:23:43,waiting,NA
JMbayes2,0.1-1,2021-01-08 13:23:43,newbies,NA
knitcitations,1.0.12,2021-01-08 13:23:43,newbies,NA
kuniezu,0.1.2,2021-01-08 13:23:43,waiting,NA
lfe,2.8-6,2021-01-08 13:23:43,pending,NA
lidR,3.1.0,2021-01-08 13:23:43,pending,NA
LPDynR,1.0.0,2021-01-08 13:23:43,newbies,NA
mactivate,0.6.4,2021-01-08 13:23:43,newbies,NA
marginalRisk,2021.1-6,2021-01-08 13:23:43,newbies,NA
MARSSVRhybrid,0.1.0,2021-01-08 13:23:43,newbies,NA
matrixdist,1.0,2021-01-08 13:23:43,newbies,NA
metaggR,0.1.0,2021-01-08 13:23:43,newbies,NA
metaprotr,1.2.1,2021-01-08 13:23:43,inspect,NA
mined,1.0-3,2021-01-08 13:23:43,inspect,NA
mkin,0.9.50.4,2021-01-08 13:23:43,inspect,NA
mongopipe,0.1.0,2021-01-08 13:23:43,newbies,NA
msaeDB,0.1.0,2021-01-08 13:23:43,newbies,NA
mvProbit,0.1-10,2021-01-08 13:23:43,newbies,NA
odds.n.ends,0.1.3,2021-01-08 13:23:43,inspect,NA
onlineBcp,0.1.0,2021-01-08 13:23:43,newbies,NA
PCAmatchR,0.3.0,2021-01-08 13:23:43,inspect,NA
