package,version,snapshot_time,folder,subfolder
fflr,0.3.6,2020-10-10 19:12:46,newbies,NA
findInFiles,0.1.0,2020-10-10 19:12:46,newbies,NA
frailtypack,3.3.2,2020-10-10 19:12:46,pending,NA
fxTWAPLS,0.0.2,2020-10-10 19:12:46,newbies,NA
GARCOM,1.2.0,2020-10-10 19:12:46,newbies,NA
GCSM,0.1.0,2020-10-10 19:12:46,newbies,NA
gert,1.0.1,2020-10-10 19:12:46,pending,NA
giscoR,0.1.0,2020-10-10 19:12:46,newbies,NA
groundhog,1.0.0,2020-10-10 19:12:46,newbies,NA
groupr,0.1.0,2020-10-10 19:12:46,newbies,NA
gsisdecoder,0.0.1,2020-10-10 19:12:46,newbies,NA
healthfinance,0.1.0,2020-10-10 19:12:46,newbies,NA
hkdatasets,0.0.3,2020-10-10 19:12:46,inspect,NA
hutilscpp,0.5.1,2020-10-10 19:12:46,pending,NA
IBMPopSim,0.3.0,2020-10-10 19:12:46,newbies,NA
imbibe,0.1.0,2020-10-10 19:12:46,newbies,NA
IPDfromKM,0.1.10,2020-10-10 19:12:46,newbies,NA
isoreader,1.2.4,2020-10-10 19:12:46,newbies,NA
ivsacim,1.0,2020-10-10 19:12:46,newbies,NA
JSconsole,0.1.0,2020-10-10 19:12:46,newbies,NA
keys,0.1.0,2020-10-10 19:12:46,newbies,NA
klsh,0.1.0,2020-10-10 19:12:46,newbies,NA
libproj,7.1.0-3,2020-10-10 19:12:46,newbies,NA
lucas,1.0,2020-10-10 19:12:46,newbies,NA
marmap,1.0.5,2020-10-10 19:12:46,inspect,NA
mastif,1.0.1,2020-10-10 19:12:46,inspect,NA
mbmixture,0.2-4,2020-10-10 19:12:46,newbies,NA
mcmcensemble,2.0,2020-10-10 19:12:46,newbies,NA
MCPtests,1.0,2020-10-10 19:12:46,newbies,NA
mexhaz,1.10,2020-10-10 19:12:46,pending,NA
MGDrivE2,1.0.0,2020-10-10 19:12:46,newbies,NA
miic,1.5.3,2020-10-10 19:12:46,newbies,NA
mixedCCA,1.4.3,2020-10-10 19:12:46,waiting,NA
mlr3hyperband,0.1.0,2020-10-10 19:12:46,waiting,NA
mlr3misc,0.6.0,2020-10-10 19:12:46,waiting,NA
MMDCopula,0.1.0,2020-10-10 19:12:46,newbies,NA
mutSigMapper,1.0.0,2020-10-10 19:12:46,newbies,NA
N2R,0.1.1,2020-10-10 19:12:46,pending,NA
nimble,0.10.0,2020-10-10 19:12:46,pretest,NA
nsga3r,0.1.1,2020-10-10 19:12:46,newbies,NA
OptiLCMS,0.99.0,2020-10-10 19:12:46,newbies,NA
packDAMipd,0.1.0,2020-10-10 19:12:46,newbies,NA
PDE,1.0.0,2020-10-10 19:12:46,newbies,NA
PlackettLuce,0.3.1,2020-10-10 19:12:46,inspect,NA
plethem,1.1.0,2020-10-10 19:12:46,newbies,NA
pould,1.0.1,2020-10-10 19:12:46,newbies,NA
POV,0.1.1,2020-10-10 19:12:46,newbies,NA
PressPurt,1.0.2,2020-10-10 19:12:46,newbies,NA
provExplainR,1.0,2020-10-10 19:12:46,inspect,NA
prWarp,1.0.0,2020-10-10 19:12:46,newbies,NA
qqr,0.0.1,2020-10-10 19:12:46,newbies,NA
r5r,0.2-0,2020-10-10 19:12:46,pending,NA
ragg,1.0.0,2020-10-10 19:12:46,pending,NA
rameritrade,0.1.4,2020-10-10 19:12:46,newbies,NA
rapsimng,0.1.0,2020-10-10 19:12:46,newbies,NA
RcppBigIntAlgos,0.3.3,2020-10-10 19:12:46,pending,NA
redist,2.0.2,2020-10-10 19:12:46,pending,NA
rEDM,1.6.1,2020-10-10 19:12:46,pending,NA
representr,0.1.0,2020-10-10 19:12:46,newbies,NA
rfacts,0.0.2,2020-10-10 19:12:46,newbies,NA
Rfast2,0.0.6,2020-10-10 19:12:46,inspect,NA
ribiosUtils,1.5-18,2020-10-10 19:12:46,newbies,NA
ripserr,0.1.1,2020-10-10 19:12:46,pending,NA
RRBoost,0.1,2020-10-10 19:12:46,newbies,NA
sccore,0.1.1,2020-10-10 19:12:46,pending,NA
scoringTools,0.1.0,2020-10-10 19:12:46,newbies,NA
sdmpredictors,0.2.9,2020-10-10 19:12:46,inspect,NA
SE.EQ,1.0,2020-10-10 19:12:46,newbies,NA
sftrack,0.5,2020-10-10 19:12:46,inspect,NA
shinypanel,0.1.2,2020-10-10 19:12:46,newbies,NA
SimSurvNMarker,0.1.1,2020-10-10 19:12:46,newbies,NA
Snake,1.0,2020-10-10 19:12:46,newbies,NA
SNPassoc,2.0-1,2020-10-10 19:12:46,inspect,NA
SoundShape,1.0,2020-10-10 19:12:46,newbies,NA
sparta,0.5.0,2020-10-10 19:12:46,newbies,NA
storr,1.2.3,2020-10-10 19:12:46,waiting,NA
survivalmodels,0.1.0,2020-10-10 19:12:46,newbies,NA
survivalMPLdc,0.1.0,2020-10-10 19:12:46,newbies,NA
swdpwr,1.1,2020-10-10 19:12:46,newbies,NA
TAP.HCPA,0.1.0,2020-10-10 19:12:46,newbies,NA
tdaunif,0.1.0,2020-10-10 19:12:46,newbies,NA
thorn,0.1.0,2020-10-10 19:12:46,newbies,NA
tibble,3.0.4,2020-10-10 19:12:46,inspect,NA
TraitStats,1.0.0,2020-10-10 19:12:46,newbies,NA
vein,0.9.0.1,2020-10-10 19:12:46,pending,NA
vembedr,0.1.4,2020-10-10 19:12:46,waiting,NA
vfinputs,0.1.0,2020-10-10 19:12:46,newbies,NA
vinereg,0.7.1,2020-10-10 19:12:46,pending,NA
viscomplexr,1.0.0,2020-10-10 19:12:46,newbies,NA
vlad,0.2.1,2020-10-10 19:12:46,human,UL
wdpar,1.0.4,2020-10-10 19:12:46,inspect,NA
