package,version,snapshot_time,folder,subfolder
AnnoProbe,0.1.3,2021-06-08 14:12:55,newbies,NA
CatReg,2.0.3,2021-06-08 14:12:55,inspect,NA
daiR,0.8.0,2021-06-08 14:12:55,pretest,NA
drda,1.0.0,2021-06-08 14:12:55,newbies,NA
expectreg,0.51,2021-06-08 14:12:55,pending,NA
fixest,0.9.0,2021-06-08 14:12:55,pending,NA
HEDA,0.1.3,2021-06-08 14:12:55,newbies,NA
hhsmm,0.1.2,2021-06-08 14:12:55,pending,NA
hillshader,0.1.0,2021-06-08 14:12:55,newbies,NA
hutilscpp,0.7.2,2021-06-08 14:12:55,pending,NA
lares,5.0.1,2021-06-08 14:12:55,inspect,NA
loon,1.3.7,2021-06-08 14:12:55,waiting,NA
lphom,0.1.4,2021-06-08 14:12:55,pending,NA
nhdplusTools,0.4.2,2021-06-08 14:12:55,pending,NA
np,0.60-11,2021-06-08 14:12:55,pending,NA
ragg,1.1.3,2021-06-08 14:12:55,waiting,NA
seqinr,4.2-8,2021-06-08 14:12:55,waiting,NA
units,0.7-2,2021-06-08 14:12:55,waiting,NA
zipsae,1.0.1,2021-06-08 14:12:55,newbies,NA
